date,state,district,pincode,age_0_5,age_5_17,age_18_greater
24-10-2025,West Bengal,Birbhum,731243,6,1,0
28-10-2025,West Bengal,Birbhum,731123,1,0,0
28-10-2025,West Bengal,Birbhum,731133,0,2,0
28-10-2025,West Bengal,Birbhum,731201,1,0,0
28-10-2025,West Bengal,Birbhum,731213,2,1,0
28-10-2025,West Bengal,Birbhum,731220,4,2,0
28-10-2025,West Bengal,Birbhum,731241,2,0,0
28-10-2025,West Bengal,Birbhum,731244,1,0,0
27-10-2025,West Bengal,Birbhum,731132,1,0,0
27-10-2025,West Bengal,Birbhum,731219,18,0,0
27-10-2025,West Bengal,Birbhum,731221,7,0,0
27-10-2025,West Bengal,Birbhum,731234,2,0,0
27-10-2025,West Bengal,Birbhum,731236,1,1,0
30-10-2025,West Bengal,Birbhum,731103,9,2,0
30-10-2025,West Bengal,Birbhum,731104,4,0,0
30-10-2025,West Bengal,Birbhum,731121,5,0,0
30-10-2025,West Bengal,Birbhum,731123,7,2,0
30-10-2025,West Bengal,Birbhum,731129,3,1,0
30-10-2025,West Bengal,Birbhum,731219,44,6,0
30-10-2025,West Bengal,Birbhum,731223,0,1,0
30-10-2025,West Bengal,Birbhum,731233,5,1,0
30-10-2025,West Bengal,Birbhum,731241,0,1,0
31-10-2025,West Bengal,Birbhum,731103,3,1,0
31-10-2025,West Bengal,Birbhum,731121,1,0,0
31-10-2025,West Bengal,Birbhum,731124,5,1,0
31-10-2025,West Bengal,Birbhum,731126,0,1,0
31-10-2025,West Bengal,Birbhum,731133,2,0,0
31-10-2025,West Bengal,Birbhum,731215,3,0,0
31-10-2025,West Bengal,Birbhum,731219,15,1,0
31-10-2025,West Bengal,Birbhum,731220,12,4,0
29-10-2025,West Bengal,Birbhum,731101,1,0,0
29-10-2025,West Bengal,Birbhum,731130,2,0,0
29-10-2025,West Bengal,Birbhum,731220,4,2,0
29-10-2025,West Bengal,Birbhum,731238,4,0,0
29-10-2025,West Bengal,Birbhum,731240,8,0,0
29-10-2025,West Bengal,Birbhum,731301,3,1,0
02-11-2025,West Bengal,Birbhum,713129,1,0,0
02-11-2025,West Bengal,Birbhum,731126,6,1,0
02-11-2025,West Bengal,Birbhum,731243,9,3,0
02-11-2025,West Bengal,Birbhum,731301,20,1,0
02-11-2025,West Bengal,Birbhum,731302,7,0,0
02-11-2025,West Bengal,Birbhum,731303,21,3,0
11-11-2025,West Bengal,Birbhum,731124,1,1,0
11-11-2025,West Bengal,Birbhum,731201,9,0,0
11-11-2025,West Bengal,Birbhum,731220,18,2,0
11-11-2025,West Bengal,Birbhum,731237,2,0,0
11-11-2025,West Bengal,Birbhum,731241,1,0,0
11-11-2025,West Bengal,Birbhum,731242,2,0,0
12-11-2025,West Bengal,Birbhum,731124,3,1,0
12-11-2025,West Bengal,Birbhum,731201,4,0,0
12-11-2025,West Bengal,Birbhum,731204,3,2,0
12-11-2025,West Bengal,Birbhum,731214,6,1,0
12-11-2025,West Bengal,Birbhum,731216,2,0,0
12-11-2025,West Bengal,Birbhum,731221,0,1,0
12-11-2025,West Bengal,Birbhum,731222,9,1,0
03-11-2025,West Bengal,Birbhum,713147,1,0,0
03-11-2025,West Bengal,Birbhum,731102,2,1,0
03-11-2025,West Bengal,Birbhum,731123,2,0,0
03-11-2025,West Bengal,Birbhum,731236,0,1,0
03-11-2025,West Bengal,Birbhum,731237,16,0,0
06-11-2025,West Bengal,Birbhum,731121,1,0,0
06-11-2025,West Bengal,Birbhum,731234,6,0,0
06-11-2025,West Bengal,Birbhum,731235,1,0,0
06-11-2025,West Bengal,Birbhum,731237,19,1,0
06-11-2025,West Bengal,Birbhum,731241,3,0,0
05-11-2025,West Bengal,Birbhum,731104,5,0,0
05-11-2025,West Bengal,Birbhum,731121,1,0,0
05-11-2025,West Bengal,Birbhum,731204,3,1,0
05-11-2025,West Bengal,Birbhum,731237,22,1,0
05-11-2025,West Bengal,Birbhum,731238,17,1,0
05-11-2025,West Bengal,Birbhum,731243,4,1,0
07-11-2025,West Bengal,Birbhum,731102,1,0,0
07-11-2025,West Bengal,Birbhum,731214,3,1,0
07-11-2025,West Bengal,Birbhum,731219,14,1,0
07-11-2025,West Bengal,Birbhum,731221,3,2,0
07-11-2025,West Bengal,Birbhum,731223,1,0,0
08-11-2025,West Bengal,Birbhum,731127,0,1,0
08-11-2025,West Bengal,Birbhum,731204,3,0,0
08-11-2025,West Bengal,Birbhum,731216,10,6,0
08-11-2025,West Bengal,Birbhum,731219,12,0,0
08-11-2025,West Bengal,Birbhum,731222,11,1,0
08-11-2025,West Bengal,Birbhum,731224,9,2,0
08-11-2025,West Bengal,Birbhum,731235,2,0,0
09-11-2025,West Bengal,Birbhum,731121,2,0,0
09-11-2025,West Bengal,Birbhum,731123,7,1,0
09-11-2025,West Bengal,Birbhum,731124,0,2,0
09-11-2025,West Bengal,Birbhum,731129,0,1,0
09-11-2025,West Bengal,Birbhum,731219,16,0,0
09-11-2025,West Bengal,Birbhum,731222,6,0,0
10-11-2025,West Bengal,Birbhum,713143,1,0,0
10-11-2025,West Bengal,Birbhum,731102,2,0,0
10-11-2025,West Bengal,Birbhum,731201,20,0,0
10-11-2025,West Bengal,Birbhum,731204,5,0,0
10-11-2025,West Bengal,Birbhum,731214,20,0,0
10-11-2025,West Bengal,Birbhum,731215,15,1,0
10-11-2025,West Bengal,Birbhum,731219,36,7,0
10-11-2025,West Bengal,Birbhum,731221,13,6,0
10-11-2025,West Bengal,Birbhum,731224,28,2,0
10-11-2025,West Bengal,Birbhum,731236,3,0,0
10-11-2025,West Bengal,Birbhum,731241,1,0,0
10-11-2025,West Bengal,Birbhum,731244,3,0,0
10-11-2025,West Bengal,Birbhum,731245,6,3,0
10-11-2025,West Bengal,Birbhum,731303,12,1,0
14-11-2025,West Bengal,Birbhum,731204,2,2,0
14-11-2025,West Bengal,Birbhum,731216,1,0,0
14-11-2025,West Bengal,Birbhum,731219,11,1,0
14-11-2025,West Bengal,Birbhum,731220,5,0,0
14-11-2025,West Bengal,Birbhum,731221,9,0,0
14-11-2025,West Bengal,Birbhum,731223,1,0,0
14-11-2025,West Bengal,Birbhum,731224,7,1,0
14-11-2025,West Bengal,Birbhum,731234,10,2,0
14-11-2025,West Bengal,Birbhum,731237,3,0,0
14-11-2025,West Bengal,Birbhum,731241,1,0,0
14-11-2025,West Bengal,Birbhum,731243,7,0,0
14-11-2025,West Bengal,Birbhum,731301,1,1,0
13-11-2025,West Bengal,Birbhum,731123,0,1,0
13-11-2025,West Bengal,Birbhum,731219,3,5,0
13-11-2025,West Bengal,Birbhum,731220,13,0,0
13-11-2025,West Bengal,Birbhum,731222,4,4,0
13-11-2025,West Bengal,Birbhum,731224,4,0,0
13-11-2025,West Bengal,Birbhum,731234,4,0,0
13-11-2025,West Bengal,Birbhum,731238,3,0,0
13-11-2025,West Bengal,Birbhum,731242,1,0,0
13-11-2025,West Bengal,Birbhum,731244,1,0,0
16-11-2025,West Bengal,Birbhum,731121,1,0,0
16-11-2025,West Bengal,Birbhum,731124,0,1,0
16-11-2025,West Bengal,Birbhum,731216,1,0,0
16-11-2025,West Bengal,Birbhum,731243,3,0,0
16-11-2025,West Bengal,Birbhum,731245,2,0,0
15-11-2025,West Bengal,Birbhum,731101,3,1,0
15-11-2025,West Bengal,Birbhum,731130,3,0,0
15-11-2025,West Bengal,Birbhum,731219,33,2,0
15-11-2025,West Bengal,Birbhum,731222,12,1,0
15-11-2025,West Bengal,Birbhum,731233,2,1,0
17-11-2025,West Bengal,Birbhum,731101,1,0,0
17-11-2025,West Bengal,Birbhum,731201,7,0,0
17-11-2025,West Bengal,Birbhum,731301,2,0,0
18-11-2025,West Bengal,Birbhum,731124,12,2,0
18-11-2025,West Bengal,Birbhum,731129,1,0,0
18-11-2025,West Bengal,Birbhum,731213,3,1,0
18-11-2025,West Bengal,Birbhum,731221,13,0,0
18-11-2025,West Bengal,Birbhum,731223,2,0,0
18-11-2025,West Bengal,Birbhum,731233,1,0,0
18-11-2025,West Bengal,Birbhum,731237,7,1,0
18-11-2025,West Bengal,Birbhum,731241,1,1,0
18-11-2025,West Bengal,Birbhum,731243,4,1,0
25-11-2025,West Bengal,Birbhum,713129,1,0,0
25-11-2025,West Bengal,Birbhum,731104,0,1,0
25-11-2025,West Bengal,Birbhum,731214,6,1,0
25-11-2025,West Bengal,Birbhum,731215,4,1,0
25-11-2025,West Bengal,Birbhum,731216,13,0,0
25-11-2025,West Bengal,Birbhum,731243,11,1,0
25-11-2025,West Bengal,Birbhum,731301,4,0,0
19-11-2025,West Bengal,Birbhum,731129,2,0,0
19-11-2025,West Bengal,Birbhum,731214,9,0,0
19-11-2025,West Bengal,Birbhum,731215,6,1,0
19-11-2025,West Bengal,Birbhum,731219,31,5,0
19-11-2025,West Bengal,Birbhum,731236,4,0,0
19-11-2025,West Bengal,Birbhum,731238,18,0,0
19-11-2025,West Bengal,Birbhum,731240,4,0,0
15-12-2025,West Bengal,Birbhum,731125,20,5,0
15-12-2025,West Bengal,Birbhum,731130,3,0,0
15-12-2025,West Bengal,Birbhum,731242,4,3,0
15-12-2025,West Bengal,Birbhum,731301,1,3,0
15-12-2025,West Bengal,Birbhum,731302,4,1,0
21-12-2025,West Bengal,Birbhum,731126,1,0,0
21-12-2025,West Bengal,Birbhum,731219,19,0,0
21-12-2025,West Bengal,Birbhum,731222,5,0,0
21-12-2025,West Bengal,Birbhum,731233,1,0,0
21-12-2025,West Bengal,Birbhum,731237,5,0,0
21-12-2025,West Bengal,Birbhum,731303,1,0,0
22-12-2025,West Bengal,Birbhum,731125,20,0,0
22-12-2025,West Bengal,Birbhum,731126,6,0,0
22-12-2025,West Bengal,Birbhum,731213,6,0,0
22-12-2025,West Bengal,Birbhum,731238,12,0,0
22-12-2025,West Bengal,Birbhum,731244,1,0,0
22-12-2025,West Bengal,Birbhum,731302,3,0,0
23-12-2025,West Bengal,Birbhum,731125,2,0,0
23-12-2025,West Bengal,Birbhum,731130,1,0,0
23-12-2025,West Bengal,Birbhum,731204,2,0,0
23-12-2025,West Bengal,Birbhum,731224,6,0,0
23-12-2025,West Bengal,Birbhum,731236,2,0,0
23-12-2025,West Bengal,Birbhum,731245,1,0,0
24-12-2025,West Bengal,Birbhum,731121,1,1,0
24-12-2025,West Bengal,Birbhum,731127,0,1,0
24-12-2025,West Bengal,Birbhum,731130,1,2,0
24-12-2025,West Bengal,Birbhum,731201,1,0,0
24-12-2025,West Bengal,Birbhum,731213,1,0,0
24-12-2025,West Bengal,Birbhum,731215,1,0,0
24-12-2025,West Bengal,Birbhum,731219,6,0,0
24-12-2025,West Bengal,Birbhum,731234,3,0,0
24-12-2025,West Bengal,Birbhum,731242,0,1,0
25-12-2025,West Bengal,Birbhum,731102,0,1,0
25-12-2025,West Bengal,Birbhum,731222,4,3,0
25-12-2025,West Bengal,Birbhum,731223,1,0,0
25-12-2025,West Bengal,Birbhum,731234,4,1,0
25-12-2025,West Bengal,Birbhum,731238,1,0,0
25-12-2025,West Bengal,Birbhum,731242,1,0,0
25-12-2025,West Bengal,Birbhum,731301,1,0,0
26-12-2025,West Bengal,Birbhum,731126,2,1,0
26-12-2025,West Bengal,Birbhum,731130,2,0,0
26-12-2025,West Bengal,Birbhum,731201,4,0,0
26-12-2025,West Bengal,Birbhum,731220,9,0,0
26-12-2025,West Bengal,Birbhum,731240,6,1,0
27-12-2025,West Bengal,Birbhum,731101,1,0,0
27-12-2025,West Bengal,Birbhum,731104,1,0,0
27-12-2025,West Bengal,Birbhum,731204,6,4,0
27-12-2025,West Bengal,Birbhum,731213,2,0,0
27-12-2025,West Bengal,Birbhum,731223,1,1,0
27-12-2025,West Bengal,Birbhum,731224,12,2,0
27-12-2025,West Bengal,Birbhum,731235,1,0,0
28-12-2025,West Bengal,Birbhum,731201,2,0,0
28-12-2025,West Bengal,Birbhum,731214,14,0,0
28-12-2025,West Bengal,Birbhum,731240,6,1,0
28-12-2025,West Bengal,Birbhum,731244,1,0,0
29-12-2025,West Bengal,Birbhum,731126,4,0,0
29-12-2025,West Bengal,Birbhum,731220,32,0,0
29-12-2025,West Bengal,Birbhum,731224,45,1,0
29-12-2025,West Bengal,Birbhum,731234,20,0,0
29-12-2025,West Bengal,Birbhum,731238,18,0,0
29-12-2025,West Bengal,Birbhum,731242,10,0,0
29-12-2025,West Bengal,Birbhum,731244,7,0,0
29-12-2025,West Bengal,Birbhum,731245,7,0,0
29-12-2025,West Bengal,Birbhum,731302,16,0,0
01-01-2026,West Bengal,Birbhum,731125,7,5,0
01-01-2026,West Bengal,Birbhum,731126,6,2,0
01-01-2026,West Bengal,Birbhum,731127,3,4,0
01-01-2026,West Bengal,Birbhum,731130,3,2,0
01-01-2026,West Bengal,Birbhum,731133,0,2,0
01-01-2026,West Bengal,Birbhum,731201,6,0,0
01-01-2026,West Bengal,Birbhum,731202,1,0,0
01-01-2026,West Bengal,Birbhum,731204,10,1,0
01-01-2026,West Bengal,Birbhum,731244,1,0,0
31-12-2025,West Bengal,Birbhum,731130,0,1,0
31-12-2025,West Bengal,Birbhum,731132,1,0,0
31-12-2025,West Bengal,Birbhum,731204,3,2,0
31-12-2025,West Bengal,Birbhum,731213,6,0,0
31-12-2025,West Bengal,Birbhum,731214,2,3,0
31-12-2025,West Bengal,Birbhum,731220,12,2,1
31-12-2025,West Bengal,Birbhum,731222,4,5,0
31-12-2025,West Bengal,Birbhum,731237,4,3,0
31-12-2025,West Bengal,Birbhum,731243,2,6,0
31-12-2025,West Bengal,Birbhum,731301,5,1,0
02-01-2026,West Bengal,Birbhum,731101,2,0,0
02-01-2026,West Bengal,Birbhum,731104,2,0,0
02-01-2026,West Bengal,Birbhum,731201,2,1,0
02-01-2026,West Bengal,Birbhum,731219,9,4,0
02-01-2026,West Bengal,Birbhum,731234,10,1,0
02-01-2026,West Bengal,Birbhum,731236,0,2,0
02-01-2026,West Bengal,Birbhum,731238,4,0,0
02-01-2026,West Bengal,Birbhum,731240,5,0,0
02-01-2026,West Bengal,Birbhum,731243,3,2,0
03-01-2026,West Bengal,Birbhum,731221,1,0,0
10-06-2025,West Bengal,Birbhum,731101,1,0,0
10-06-2025,West Bengal,Birbhum,731123,6,5,0
10-06-2025,West Bengal,Birbhum,731132,1,4,0
10-06-2025,West Bengal,Birbhum,731133,0,1,0
10-06-2025,West Bengal,Birbhum,731202,3,0,0
10-06-2025,West Bengal,Birbhum,731223,0,1,0
10-06-2025,West Bengal,Birbhum,731235,1,1,0
10-06-2025,West Bengal,Birbhum,731236,4,2,0
10-06-2025,West Bengal,Birbhum,731301,1,2,0
09-06-2025,West Bengal,Birbhum,731123,6,1,0
09-06-2025,West Bengal,Birbhum,731214,1,1,0
09-06-2025,West Bengal,Birbhum,731234,6,0,0
09-06-2025,West Bengal,Birbhum,731236,6,4,0
09-06-2025,West Bengal,Birbhum,731302,1,0,0
12-06-2025,West Bengal,Birbhum,731121,2,0,0
12-06-2025,West Bengal,Birbhum,731204,6,5,0
11-06-2025,West Bengal,Birbhum,731104,5,1,0
11-06-2025,West Bengal,Birbhum,731121,3,0,0
11-06-2025,West Bengal,Birbhum,731204,4,4,1
11-06-2025,West Bengal,Birbhum,731245,6,3,0
15-06-2025,West Bengal,Birbhum,713143,2,0,0
15-06-2025,West Bengal,Birbhum,731125,1,1,0
15-06-2025,West Bengal,Birbhum,731245,1,0,0
16-06-2025,West Bengal,Birbhum,731103,3,1,0
16-06-2025,West Bengal,Birbhum,731121,2,0,0
16-06-2025,West Bengal,Birbhum,731123,6,3,0
16-06-2025,West Bengal,Birbhum,731202,1,0,0
16-06-2025,West Bengal,Birbhum,731216,2,1,0
16-06-2025,West Bengal,Birbhum,731223,2,0,0
16-06-2025,West Bengal,Birbhum,731241,0,2,0
16-06-2025,West Bengal,Birbhum,731242,1,1,0
16-06-2025,West Bengal,Birbhum,731243,2,3,0
13-06-2025,West Bengal,Birbhum,731102,3,3,0
13-06-2025,West Bengal,Birbhum,731129,1,1,0
18-06-2025,West Bengal,Birbhum,731121,3,1,0
18-06-2025,West Bengal,Birbhum,731214,1,0,0
18-06-2025,West Bengal,Birbhum,731221,10,0,0
18-06-2025,West Bengal,Birbhum,731224,1,1,0
18-06-2025,West Bengal,Birbhum,731243,1,0,0
17-06-2025,West Bengal,Birbhum,731104,5,1,0
17-06-2025,West Bengal,Birbhum,731201,1,1,0
17-06-2025,West Bengal,Birbhum,731204,5,1,0
17-06-2025,West Bengal,Birbhum,731222,11,2,0
17-06-2025,West Bengal,Birbhum,731224,7,6,0
17-06-2025,West Bengal,Birbhum,731233,4,2,0
17-06-2025,West Bengal,Birbhum,731238,9,2,0
17-06-2025,West Bengal,Birbhum,731243,3,2,0
17-06-2025,West Bengal,Birbhum,731303,2,1,0
19-06-2025,West Bengal,Birbhum,731102,1,0,0
19-06-2025,West Bengal,Birbhum,731124,3,4,0
19-06-2025,West Bengal,Birbhum,731127,0,1,0
19-06-2025,West Bengal,Birbhum,731130,4,2,0
19-06-2025,West Bengal,Birbhum,731223,1,1,0
19-06-2025,West Bengal,Birbhum,731233,3,0,0
19-06-2025,West Bengal,Birbhum,731234,10,0,1
19-06-2025,West Bengal,Birbhum,731237,2,0,0
19-06-2025,West Bengal,Birbhum,731245,10,3,0
01-05-2025,West Bengal,Birbhum,731204,204,61,13
01-07-2025,West Bengal,Birbhum,731204,157,77,24
01-09-2025,West Bengal,Birbhum,731125,1,0,0
01-09-2025,West Bengal,Birbhum,731130,0,1,0
01-09-2025,West Bengal,Birbhum,731132,1,0,0
01-09-2025,West Bengal,Birbhum,731201,4,0,0
01-09-2025,West Bengal,Birbhum,731202,1,0,0
01-09-2025,West Bengal,Birbhum,731204,3,1,0
01-09-2025,West Bengal,Birbhum,731240,0,3,0
01-09-2025,West Bengal,Birbhum,731303,1,2,0
03-09-2025,West Bengal,Birbhum,731132,5,6,0
03-09-2025,West Bengal,Birbhum,731204,2,3,0
02-09-2025,West Bengal,Birbhum,731102,4,0,0
02-09-2025,West Bengal,Birbhum,731104,8,0,0
02-09-2025,West Bengal,Birbhum,731124,8,3,0
02-09-2025,West Bengal,Birbhum,731215,1,0,0
02-09-2025,West Bengal,Birbhum,731221,8,1,0
02-09-2025,West Bengal,Birbhum,731222,14,2,0
02-09-2025,West Bengal,Birbhum,731224,5,1,0
02-09-2025,West Bengal,Birbhum,731237,11,1,0
02-09-2025,West Bengal,Birbhum,731240,0,1,0
02-09-2025,West Bengal,Birbhum,731243,5,1,0
02-09-2025,West Bengal,Birbhum,731244,4,0,0
02-09-2025,West Bengal,Birbhum,731303,19,0,0
07-09-2025,West Bengal,Birbhum,713143,2,0,0
07-09-2025,West Bengal,Birbhum,731222,6,1,0
06-09-2025,West Bengal,Birbhum,731101,1,1,0
06-09-2025,West Bengal,Birbhum,731127,2,4,0
06-09-2025,West Bengal,Birbhum,731130,2,0,0
06-09-2025,West Bengal,Birbhum,731220,4,0,0
06-09-2025,West Bengal,Birbhum,731241,8,1,0
04-09-2025,West Bengal,Birbhum,713129,1,0,0
04-09-2025,West Bengal,Birbhum,731121,9,3,0
04-09-2025,West Bengal,Birbhum,731124,3,6,0
04-09-2025,West Bengal,Birbhum,731132,1,0,0
04-09-2025,West Bengal,Birbhum,731224,1,1,0
05-09-2025,West Bengal,Birbhum,731126,1,0,0
05-09-2025,West Bengal,Birbhum,731129,1,0,0
05-09-2025,West Bengal,Birbhum,731132,0,1,0
05-09-2025,West Bengal,Birbhum,731220,10,0,0
05-09-2025,West Bengal,Birbhum,731233,10,0,0
05-09-2025,West Bengal,Birbhum,731235,1,1,0
09-09-2025,West Bengal,Birbhum,713129,0,1,0
09-09-2025,West Bengal,Birbhum,731126,3,0,0
09-09-2025,West Bengal,Birbhum,731127,6,0,0
09-09-2025,West Bengal,Birbhum,731215,0,1,0
09-09-2025,West Bengal,Birbhum,731216,3,1,0
09-09-2025,West Bengal,Birbhum,731220,13,1,0
09-09-2025,West Bengal,Birbhum,731244,5,0,0
09-09-2025,West Bengal,Birbhum,731302,3,0,0
09-09-2025,West Bengal,Birbhum,731303,4,1,0
08-09-2025,West Bengal,Birbhum,731102,6,3,0
08-09-2025,West Bengal,Birbhum,731124,5,1,0
08-09-2025,West Bengal,Birbhum,731129,2,0,0
08-09-2025,West Bengal,Birbhum,731233,7,1,0
08-09-2025,West Bengal,Birbhum,731243,10,0,0
11-09-2025,West Bengal,Birbhum,731121,11,4,0
11-09-2025,West Bengal,Birbhum,731125,6,0,0
11-09-2025,West Bengal,Birbhum,731213,7,0,0
11-09-2025,West Bengal,Birbhum,731222,24,1,0
10-09-2025,West Bengal,Birbhum,731104,3,0,0
10-09-2025,West Bengal,Birbhum,731204,6,2,0
10-09-2025,West Bengal,Birbhum,731219,20,0,0
10-09-2025,West Bengal,Birbhum,731242,2,0,0
14-09-2025,West Bengal,Birbhum,731123,0,1,0
14-09-2025,West Bengal,Birbhum,731219,12,1,0
14-09-2025,West Bengal,Birbhum,731221,2,3,0
12-09-2025,West Bengal,Birbhum,731123,8,6,0
12-09-2025,West Bengal,Birbhum,731126,1,0,0
12-09-2025,West Bengal,Birbhum,731127,6,0,0
12-09-2025,West Bengal,Birbhum,731201,4,2,0
12-09-2025,West Bengal,Birbhum,731213,11,0,0
12-09-2025,West Bengal,Birbhum,731220,10,1,0
12-09-2025,West Bengal,Birbhum,731222,16,0,0
12-09-2025,West Bengal,Birbhum,731233,5,0,0
12-09-2025,West Bengal,Birbhum,731238,1,0,0
13-09-2025,West Bengal,Birbhum,731123,2,2,1
13-09-2025,West Bengal,Birbhum,731125,1,0,0
13-09-2025,West Bengal,Birbhum,731130,0,1,0
13-09-2025,West Bengal,Birbhum,731201,8,0,0
13-09-2025,West Bengal,Birbhum,731204,1,0,0
13-09-2025,West Bengal,Birbhum,731219,6,2,0
13-09-2025,West Bengal,Birbhum,731222,1,0,0
13-09-2025,West Bengal,Birbhum,731236,2,0,0
13-09-2025,West Bengal,Birbhum,731243,1,0,0
15-09-2025,West Bengal,Birbhum,731102,5,2,0
15-09-2025,West Bengal,Birbhum,731103,1,1,0
15-09-2025,West Bengal,Birbhum,731121,11,1,0
15-09-2025,West Bengal,Birbhum,731123,6,2,0
15-09-2025,West Bengal,Birbhum,731125,1,0,0
15-09-2025,West Bengal,Birbhum,731126,1,0,0
15-09-2025,West Bengal,Birbhum,731221,11,4,0
15-09-2025,West Bengal,Birbhum,731234,5,0,0
15-09-2025,West Bengal,Birbhum,731240,2,1,0
16-09-2025,West Bengal,Birbhum,731121,6,0,0
16-09-2025,West Bengal,Birbhum,731133,4,1,0
16-09-2025,West Bengal,Birbhum,731216,5,0,0
17-09-2025,West Bengal,Birbhum,731101,2,0,0
17-09-2025,West Bengal,Birbhum,731103,3,0,0
17-09-2025,West Bengal,Birbhum,731214,10,0,0
17-09-2025,West Bengal,Birbhum,731215,1,0,0
17-09-2025,West Bengal,Birbhum,731219,3,0,0
17-09-2025,West Bengal,Birbhum,731224,2,1,0
17-09-2025,West Bengal,Birbhum,731242,2,0,0
17-09-2025,West Bengal,Birbhum,731243,4,0,0
18-09-2025,West Bengal,Birbhum,731124,19,0,0
18-09-2025,West Bengal,Birbhum,731132,0,0,1
18-09-2025,West Bengal,Birbhum,731201,2,1,0
18-09-2025,West Bengal,Birbhum,731213,6,0,0
18-09-2025,West Bengal,Birbhum,731214,6,1,0
18-09-2025,West Bengal,Birbhum,731303,1,0,0
19-09-2025,West Bengal,Birbhum,731201,6,1,0
19-09-2025,West Bengal,Birbhum,731202,0,1,0
19-09-2025,West Bengal,Birbhum,731224,7,0,0
19-09-2025,West Bengal,Birbhum,731245,1,1,0
20-09-2025,West Bengal,Birbhum,731123,12,2,0
20-09-2025,West Bengal,Birbhum,731127,0,2,0
20-09-2025,West Bengal,Birbhum,731132,1,0,0
20-09-2025,West Bengal,Birbhum,731221,18,0,0
20-09-2025,West Bengal,Birbhum,731234,6,1,0
20-09-2025,West Bengal,Birbhum,731236,5,1,0
22-09-2025,West Bengal,Birbhum,731121,1,0,0
22-09-2025,West Bengal,Birbhum,731124,6,2,0
22-09-2025,West Bengal,Birbhum,731133,2,0,0
22-09-2025,West Bengal,Birbhum,731213,1,0,0
22-09-2025,West Bengal,Birbhum,731219,2,0,0
22-09-2025,West Bengal,Birbhum,731220,1,0,0
22-09-2025,West Bengal,Birbhum,731241,8,1,0
21-09-2025,West Bengal,Birbhum,731237,2,0,0
25-09-2025,West Bengal,Birbhum,731121,4,1,0
25-09-2025,West Bengal,Birbhum,731202,1,0,0
25-09-2025,West Bengal,Birbhum,731214,2,0,0
25-09-2025,West Bengal,Birbhum,731216,2,1,0
25-09-2025,West Bengal,Birbhum,731219,1,0,0
25-09-2025,West Bengal,Birbhum,731234,2,1,0
25-09-2025,West Bengal,Birbhum,731237,3,1,0
25-09-2025,West Bengal,Birbhum,731302,1,0,0
24-09-2025,West Bengal,Birbhum,731101,1,0,0
24-09-2025,West Bengal,Birbhum,731102,3,1,0
24-09-2025,West Bengal,Birbhum,731123,3,1,0
24-09-2025,West Bengal,Birbhum,731234,8,0,0
24-09-2025,West Bengal,Birbhum,731235,1,0,0
24-09-2025,West Bengal,Birbhum,731236,2,0,0
24-09-2025,West Bengal,Birbhum,731237,3,0,0
23-09-2025,West Bengal,Birbhum,731101,2,0,0
23-09-2025,West Bengal,Birbhum,731104,2,1,0
23-09-2025,West Bengal,Birbhum,731129,2,0,0
23-09-2025,West Bengal,Birbhum,731133,3,0,0
23-09-2025,West Bengal,Birbhum,731201,2,0,0
23-09-2025,West Bengal,Birbhum,731214,1,0,0
23-09-2025,West Bengal,Birbhum,731216,5,0,0
23-09-2025,West Bengal,Birbhum,731301,2,1,0
28-09-2025,West Bengal,Birbhum,731215,2,0,0
28-09-2025,West Bengal,Birbhum,731220,1,0,0
26-09-2025,West Bengal,Birbhum,731132,4,1,0
26-09-2025,West Bengal,Birbhum,731201,2,0,0
26-09-2025,West Bengal,Birbhum,731219,2,0,0
26-09-2025,West Bengal,Birbhum,731221,1,0,0
26-09-2025,West Bengal,Birbhum,731235,1,0,0
26-09-2025,West Bengal,Birbhum,731240,1,0,0
26-09-2025,West Bengal,Birbhum,731242,2,0,0
26-09-2025,West Bengal,Birbhum,731244,1,0,0
27-09-2025,West Bengal,Birbhum,731101,1,0,0
27-09-2025,West Bengal,Birbhum,731123,2,0,0
27-09-2025,West Bengal,Birbhum,731124,2,0,0
27-09-2025,West Bengal,Birbhum,731132,1,0,0
27-09-2025,West Bengal,Birbhum,731214,1,0,0
29-09-2025,West Bengal,Birbhum,731219,1,0,0
29-09-2025,West Bengal,Birbhum,731221,1,1,0
26-10-2025,West Bengal,Birbhum,713129,1,0,0
26-10-2025,West Bengal,Birbhum,731123,1,1,0
26-10-2025,West Bengal,Birbhum,731222,1,2,0
26-10-2025,West Bengal,Birbhum,731224,4,0,0
13-10-2025,West Bengal,Birbhum,731125,2,1,0
13-10-2025,West Bengal,Birbhum,731127,2,0,0
13-10-2025,West Bengal,Birbhum,731132,1,1,0
13-10-2025,West Bengal,Birbhum,731133,3,0,0
13-10-2025,West Bengal,Birbhum,731201,6,3,0
13-10-2025,West Bengal,Birbhum,731204,4,1,0
13-10-2025,West Bengal,Birbhum,731213,3,0,0
13-10-2025,West Bengal,Birbhum,731214,11,0,0
13-10-2025,West Bengal,Birbhum,731215,6,0,0
13-10-2025,West Bengal,Birbhum,731219,9,0,0
13-10-2025,West Bengal,Birbhum,731222,5,1,0
13-10-2025,West Bengal,Birbhum,731238,7,1,0
13-10-2025,West Bengal,Birbhum,731245,2,0,0
16-10-2025,West Bengal,Birbhum,731104,3,0,0
16-10-2025,West Bengal,Birbhum,731204,2,1,0
